tokens,labels
ill let ya know turn :) ,1
:( tline totally without weird mean use see u time go online barely see u ,0
sad story broh :( ,0
hey guy that's new page :) enjoy ,1
sorry na bh3s :( ,0
irene seem sad make mistake :( ,0
right thx andrew great day :) ,1
snapchat jillcruz 18 #snapchat #kiksexting #likeforlike #hornykik #lgbt #music #camsex :( ,0
may allah save us pakistan juudiciary :( ,0
speak :-) ,1
hello :) #ffback ,1
yet another #randomrestart #randomreboot #lumia #windowsphone that's #microsoft's update addressing issue :( ,0
hay baby im miss baby :( ,0
that's true indeed curvy route :) ,1
i'm still hop :( #zayniscomingbackonjuly26 ,0
never talk racial issue :( ,0
thanks follow #telecoms happy friday :) ,1
#cheatday i've run protein :( ,0
id grateful gifted #notanapology :-) ,1
goodtime :-) ,1
sob that's really sweet __ i'll busy next week onwards idk i'll find time ol anymore :( ,0
thank fill although opinion still stand agree disagree harm :) ,1
tompolo meeting aim stop sale oil cannot find buyer :d ,1
thank :) ,1
happy birthday :d ,1
alive get spend time harry get tell story james :( i'm really sad :( ,0
omg hi miss guy much :( ,0
jokingly say seriousness :( ,0
u use app listen music yes app :-) — idownloader ,1
can't sleep :-( ,0
gorgeous body :) wonder close 😜 ,1
fback :) ,1
near yet far :( manila good book soon 3 ,0
humans basically dont want peace calm ... otherwise would spread practice science goodness ... :) :) :) ,1
well apparently i'm sleep see already start get light ha ha ha :-) ,1
insurance co write car :( anyone get big estate sale ,0
clara yiling leave :( ,0
got acne day really disgust :( ,0
:( ,0
tgif :) <3 ,1
sad :( ,0
wowwww thanks lot team :) ❤ 💙 💚 💕 ❤ 💙 💚 💕 ❤ 💙 💚 💕 ❤ 💙 💚 💕 ,1
bus late time get food work :( ,0
huge thanks retweeting much appreciate :) ,1
please dont postpone long :( :( ,0
lyka follow back na :) ,1
take head stop :) ,1
see go :) yes subjective pain may real make less painful ,1
:-( ,0
want yongbe green suede supreme hat :( ,0
p keep alive :p :p ,1
miss :( ,0
child trafficker get daring day however spelling get bad :-) ,1
look many people still think woman sex big vagina sigh :( ,0
week work go far quick :( ,0
u follow :( ,0
everyone asleep already :( ,0
second simply stun :d ,1
definitely :) ,1
good morning gorgeous mistress saphire :) ,1
5sos hat crowd :-( ,0
i'm gonna inactive next month :( ,0
everyone adore talking long leave new fan know would case :-) ,1
stressful :( even dress size ke shem .. ,0
friend fatma'm :( ,0
like way say gal #lelomustfall beautifull way :) ,1
:-( i'm already plan #lfccw hope meet guest ,0
really miss family friend bae poopie :( ,0
#flipkartfashionfriday love :) ,1
ah thank reason right :) ,1
good :) sister tell miss n ,1
dont know dm :( ,0
unfair .. u ban film pakistan :( ,0
hello :) get youth job opportunities follow ,1
diagnose wiv scheuermann's disease ... back bone rlyhurts howdo u georgesampson cant stand da pain can't p e :( x ,0
take one :) ,1
looking good let us know think try :) ,1
hello :) get youth job opportunities follow ,1
wew ramos ground :( ,0
die whilst hug aki yaaay :d ,1
cute look fabulous :) ,1
definitely love make people smile cause swear since meet early stop smile :) love cam 😭 ❤ ️ ,1
great video make really good point :) i'm kinda suprised hear u ,1
head kill today :( ,0
gonna throw idea cause they're bad inspire think something much good :-) ,1
make alive make suffer make feel .. addictive song always sing karaoke :-) .. ,1
hi greeting marseille :) nice day ,1
oh :( we'll miss :( ,0
thanks mate much appreciate :-) ,1
okay :) ,1
beat da beat sit well include new video :-) #mobilegame #ios8 #android ,1
wanna watch paper towns :( ,0
fbc mess :( dm ,0
go indian politics every one blaming 68 year still represent school life :( ,0
probably right ... :( ,0
ang inactive ko shems :( ,0
funny mo :( ,0
love :) ,1
send person bulletin .. well .. tweet folk fantastic :) ,1
took 11 hours :d ,1
pain #ubericecream driver busy :( ,0
<3 guy :) ,1
#psygustokita good afternoon :) ,1
#contestkiduniya hope win :) ,1
craving banana crumble mcflurry fries :( ,0
fuck day 󾆖 :( ,0
fantastic show already want buy ticket another concert :d ,1
onting tiis lng yan nikki :) ;) u'll get good anytime soon ,1
love little bit :-) ,1
what's wrong fb messenger :( ,0
female student kill caste love kirkiri :( ,0
yeah :( idk never find time finish inuyasha i've see lot anime grow watch inuyasha ,0
get :) gossip girl 90210 vampire diary oitnb can't think moment hahaha ,1
stats day arrive 1 new follower unfollowers :) via ,1
we're truly sorry :( safe flight ,0
thank :) ,1
looks like finally time get rid old 2500k :( ,0
without :( ,0
ella :( cheer pls ,0
cold sore :( ew h8 help ,0
made las vegas hotel :d #circuscircus ,1
wanna go six flag :( ,0
dear fandom shipper let set aside difference help housemates win weekly task :) #pbb737bigatingconcert ,1
edsa u dis 2 tired wanna go home :( ,0
ems haha :( ,0
going miss belt sam smith daily car ride :( ,0
:( akere ive send ka gmail u get :( ,0
ruby rise ko tou maine pora stalk karlia omg beauty khatam bandi pe 😭 👑 tf pyaari :( ,0
come :-( ,0
hey think i'm gonna asthma attack inhaler omg r u gonna ok yeah u take breathe away :) ,1
bath :) even ’ wheelie bin nowhere put ,1
:-( please notice mew ,0
there's stunning show garden rhs tatton park show wonderful design construction plant :) ,1
sharknado one hour never get back :( ,0
biblethump :( ,0
#party goodbye stage :( ,0
make happy :) ,1
shiiit :( sorry ,0
fulton john sheen baloney unvarnished lie lay thick hate blarney flattery laid thin love :-) ,1
nice hear want switch us :) pro kit would best choice follow link ,1
get ucas email today can't even get onto track 3 day :( ,0
online :) ,1
deactivate acc :( #otwolgrandtrailer ,0
awwwww i'm sorry :( bet look <3 3 ,0
:-( i'm sorry ,0
oh yeah milo aurini juicebro fucking pillar respective community :d ,1
nope another check today hernia :( ,0
yeahhh :) ,1
:( asleep ,0
thnkyouuuuuuuuu :( ,0
good night :) ,1
yes avail :d wanna join ,1
:( gonna order jps soon hopefully ,0
hey work :-) ,1
10 follower part annoy twitter group side please :) ,1
i'm fuck jealous everyone holiday :( ,0
nooo :( prepared ,0
afternoon date <3 :) ,1
yeah left one supposedly hurt bc right heart apparently it'll fine good luck :) ,1
that's three word that's rohit :d ,1
hmm tweet antagonistic literally sing ob song :( ,0
missin homeslice bday :( 333 ,0
watch baby bear episode can't help think sweet kind caring 5 kid keep :) ,1
come thru b miss :( ,0
forgiven wonderfuls mannerfuls :) ,1
ohmyg yaya dub im stalk ig accnt .. gondooo moo tologooo :) haha ,1
waited nothing :-( ,0
aur han imran khan 63 still young many :) ,1
look forward pixels movie turn bummer :( ,0
friday work til 8p :( champagne haha ,0
sad day nathan :( ,0
:( “ vandag long month ... kgola neng eintlik 😢 ” ,0
they're really unique refresh :( popularity great ... ,0
noooo didnt even know thats actually type google :) ,1
someone mention usagi loooooove :d ,1
way :( ,0
add snapchat maryhicks 18 #snapchat #kikmeboys #photooftheday #fuck #chat #musicbiz #sheskindahot :) ,1
thanks :) ,1
aww baby :( ,0
happy burfday :d ,1
start middle finish :) ,1
watch :) ,1
poor throat :( ,0
know dire slow look likee irl could go minecon :( ,0
hurt :( #mtvhottest lady gaga ,0
team kill :( ,0
miss king future bos rain :( ,0
rt bailona group chat mention approve fanbase :) ,1
okay thank mak ∗ lega ∗ :) ,1
#ourdaughtersourpride many many congratulations papa ji :) ,1
#feelgoodfriday way camp new forest ... rain :( ,0
want biscuit slather chocolate definitely tax boo :( ,0
wish could pizza deliver 5am ... :( ,0
i'm unfollow spree account fave tweet unfollow :) ,1
anyone :( ,0
another hour go :( ,0
tack <3 :d ,1
idk think follow gift :( ,0
thanks follow get touch like info project youth.org.uk :) ,1
sorry :( ,0
hey marty glad see twitter :) ,1
neighbor let sleep :-( ,0
:) cheers mike ,1
kik thenting 423 #kik #kiksex #omegle #skype #amateur #sabadodeganarseguidores #sexual :( ,0
aw sorry :( ok wake madi ,0
lucky :) ,1
... yep ... proud troll .. :) ,1
miss 5sos much cant deal wait possibly year see :( ,0
morning day :-) ,1
i'm glowing morning yayyyy :) happy friday xx ,1
jgh go bayan :d bye ,1
im streaming dude pull 300 view time :) ,1
mcountdown pre-voting begin 5th place :( ,0
love u 2 :-) ,1
peasant seat watch peasant team ... mind :p ahahha ,1
thanks play #journeyps4 :d ,1
interview newsround news hounds 7:40 today :) ,1
best photobomb :d pic — ,1
therapy exhausting want lie somewhere can't :( ,0
stats week arrive 1 new follower unfollowers :) via ,1
trying get ice cream leeds keep cancel :( #needicecreamnow #ubericecream ,0
gua dong :( ,0
hate get text look shift everyone's wake :-( ,0
cute :( ,0
steal narcos grow :( ,0
thanks follow great day :) ,1
headache strike :( ,0
building product like pack suitcase plan think need remove half fully agree :) ,1
:( drop ,0
teeth :( smile wider ,0
want ihop :( ,0
hi bam follow bestfriend love lot :) see warsaw <3 love <3 ,1
get 7th win :( ,0
i'm dead ... thank :) ,1
one guy true blood st fagans yesterday :( :( :( ,0
believe actually go home sit half hour go work lose number ring anyway bbz :( ,0
snapchat jannygreen 18 #snapchat #kiksex #hot #teen #lgbt #goodmusic #sexcams :( ,0
u always count alice make u feel good ur ill :) ): ): ,1
poland faraway germany girl :( still believe one day meet ,0
real life always get way :( ,0
want sponsor acc new even 1k :( ,0
finale parasyte fuck feeling alllllll way :( ,0
:( ill make another one ,0
ur computer mine :( ,0
sone produce potager ... tomato blight :-( big change next year ,0
im send alex like million picture :) ,1
first time travel expo bad part ive expo :( ,0
that's fair wanna meet soooo bad <3 <3 :( ,0
soo get phone take away i'm currently sneak mum phone i'm gonna inactive week :( ,0
#askurban ask us question :) ,1
scout sg future wlan pro conference asia :) ,1
year ago marry first love best friend thanks amazing year glenn love wife :) ,1
olly :) ,1
hi bam follow bestfriend love lot :) see warsaw <3 love <3 x37 ,1
haha aw miss see agessss :( ,0
girl say mean want man even know back :( ,0
twine look great diane's place :) ,1
happy princess today :( sigh get work x purple princess edits ,0
please tell everyone didnt go vidcon :( ,0
i'm forever eat like pregnant woman days :-( ,0
hello :) original new mercedes hood badge ,1
hi jenna :-) ask #bellybutton #innie #outie ,1
torture :( ,0
brb lowbat :( #otwolgrandtrailer ,0
market main launch pretoria :) ,1
im give u something u deserve take :) ,1
wish gram live nearer :( i'm go travel see ,0
thanks shout wonderful weekend :) ,1
remember fab four 24 hour call damn miss much :( ,0
pick please employers :) ,1
thanq gooday #ff :) ,1
hibbs follow back nh gi :( ,0
steph come back nj :) ,1
awesome :) i'll wait ,1
friend whatsoever lol :( oh well ,0
see today :( fine distance make want ,0
tf get photoshop flash non-trial version :( ,0
thanks mom :) ,1
bummer :( apink's digital physical sale super great bc timing album release win ,0
a9 would sad world woman :( #wsalelove ,0
saw #zayniscomingbackonjuly26 fix coldplay play windows media player :( 😭 ,0
pray khamis ... :( ... #kadhafi ,0
get three half hour :) ,1
haha 10:17 :d ,1
ksoo make emo :( ,0
need stop hardheaded :-( ,0
delph :( ,0
im sure anyone would kiss ur forehead give u medicine u ask :( ur welcome :( ,0
good luck ... another potential favourite water hole :-) ,1
looking fun snapchat lilybutle 18 #snapchat #kikmenow #amateur #kikmeboys #seduce #hannibal #kiksexting :( ,0
follow follow u back :) ,1
sigh yeah :( ,0
exe skeem saam :) ,1
haha aw :( sucks shall spirit keep warm cheer ,0
think shes busy :( ,0
thanks shout guy much appreciate :) ,1
soft defence best defensive team :( #nrltigersroosters ,0
like ... :-) new blue point snap socket set spanners ebay ad --> ,1
♛ ♛ ♛ 》 》 》 love much beli̇eve wi̇ll follow please follow please justi̇n :( x15 340 》 》 》 ｓｅｅ ｍｅ ♛ ♛ ♛ ,0
i've support since start always ignore :( please let today day finally follow � � � ♥ ,0
fine ... gorgeous friday friend .. xo .. :) ,1
p ... :( ,0
gail :) ,1
mind follback :) ,1
ice cream available :( ,0
okkay :) ,1
wtf never happen moment may may like there's surprise thrown :d ,1
morning :) gd day store i'm badminton 2 littl'uns #fabfriday ,1
notice :( work ,0
set great anyone abroad jolly need one scotland :-( ,0
gud night :) ,1
i'm glad :d cry __ ,1
get free gold w – download world tanks – easy ← click aqui :d ,1
awesome :-) ,1
gamer follow train follow retweet follow retweeted gain active follower :) 1 ,1
someone please gift #calibraksaep dont money left :( ,0
anyone want add bot dm :) #bot ,1
nigga dallas look like :( sale sare bandar varge ,0
miss everyone omg :( school sux :( ,0
weigh risk premiums go :( lot money 1 reason i'm keen get dog ,0
use cs :) ,1
kick bae :( ,0
:( ’ issue ,0
idea :d #sunjam hope rip people process cough cough ,1
civ 5 crash middle marathon game ... :( ,0
great idea ... :-) ,1
wish could go shop whole weekend take :( annoying ,0
zehr khany ka time come soon ... ,0
four shift leave heart break :( ,0
want birthday already :( ,0
tease :( ,0
look 12 still :( ,0
dear crush apple eye :) ,1
actually gonna start 1 pm :) ,1
know :) ,1
please follow conno i'm late time zone could freak never see :( ,0
kate tho :( #sniff ,0
keep change fe14 icon dont know one pick >:( ,0
hey like fnaf check youtube channel :) via ,1
carpe diem mr nath :) ,1
justin :( ,0
home alone :( ,0
would like able work full time stuff move i'm consider take fulltime job :( ,0
stress come :( ,0
happy birthday never forget :) #pglcsgo ,1
amaze answer door mail man tell look rough yep thanks :) ,1
brilliant .. say india innovate ... thank introduce :) ,1
awwww baechyyy okayyyy :( lol cute actually haha ,0
#ashramcalling return :p ,1
morning :) kills future starts slow ,1
nfinite new update hoya #admin_myung slp :( ,0
faith :( ,0
noo sad time :( ruby replace shuffling act ,0
retweet pleaaase :( 👆 🏻 👆 🏻 ,0
spotify finally figure i'm us let listen anymore :( ,0
make want watch whole film cgi kick oops pun start grumble turn :( ,0
wednesday need hurry :-( ,0
got interview job want ring tuesday interview thursday holiday :( ,0
lose :d ,1
might like :) ,1
ah make sense ... see pic eff phone last night woot :) x ,1
want watch movie listen sizwe eat write assignment time ... can't :( ,0
pure talent :( always fan deepxcape brothers talented � � � ,0
add snapchat entlerbountly #snapchat #snapchat #tinder #dirtykik #followback #countrymusic #sexcam :( ,0
:( would really would ,0
sad true ano yung tbh :( ,0
especially :d hehe might show fish ,1
truly lateral move know queen bee upward bound #movingonup ,1
